PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36248166","Gender disparity in neurosurgery: A multinational survey on gender-related career satisfaction","Zeitlberger AM, Baticam NS, Sprenger L, Tizi K, Schaller K, Stienen MN.","Brain Spine. 2022 May 6;2:100890. doi: 10.1016/j.bas.2022.100890. eCollection 2022.","Zeitlberger AM","Brain Spine","2022","2022/10/17","PMC9560587","","10.1016/j.bas.2022.100890"
"33407833","Nosocomial transmission and outbreaks of coronavirus disease 2019: the need to protect both patients and healthcare workers","Abbas M, Robalo Nunes T, Martischang R, Zingg W, Iten A, Pittet D, Harbarth S.","Antimicrob Resist Infect Control. 2021 Jan 6;10(1):7. doi: 10.1186/s13756-020-00875-7.","Abbas M","Antimicrob Resist Infect Control","2021","2021/01/07","PMC7787623","","10.1186/s13756-020-00875-7"
"36300411","Health, Digital Health and Decision Support: Sisyphus and Pandora","Lovis C.","Stud Health Technol Inform. 2022 Oct 26;300:180-189. doi: 10.3233/SHTI220950.","Lovis C","Stud Health Technol Inform","2022","2022/10/27","","","10.3233/SHTI220950"
"35061042","Reporting of Physicians' or Investigators' Choice of Treatment in Oncology Randomized Clinical Trials","Olivier T, Haslam A, Prasad V.","JAMA Netw Open. 2022 Jan 4;5(1):e2144770. doi: 10.1001/jamanetworkopen.2021.44770.","Olivier T","JAMA Netw Open","2022","2022/01/21","PMC8783268","","10.1001/jamanetworkopen.2021.44770"
"33382345","Selexipag for the treatment of pulmonary arterial hypertension","Genecand L, Wacker J, Beghetti M, Lador F.","Expert Rev Respir Med. 2021 May;15(5):583-595. doi: 10.1080/17476348.2021.1866990. Epub 2020 Dec 31.","Genecand L","Expert Rev Respir Med","2021","2020/12/31","","","10.1080/17476348.2021.1866990"
"35872923","Arterial Wave Reflection and Aortic Valve Stenosis: Diagnostic Challenges and Prognostic Significance","Pagoulatou S, Adamopoulos D, Rovas G, Bikia V, Müller H, Giannakopoulos G, Mauler-Wittwer S, Licker MJ, Stergiopulos N, Noble S.","Front Cardiovasc Med. 2022 Jul 8;9:863968. doi: 10.3389/fcvm.2022.863968. eCollection 2022.","Pagoulatou S","Front Cardiovasc Med","2022","2022/07/25","PMC9304587","","10.3389/fcvm.2022.863968"
"35054124","The Role of Interleukin 18/Interleukin 18-Binding Protein in Adult-Onset Still's Disease and Systemic Juvenile Idiopathic Arthritis","Girard-Guyonvarc'h C, Harel M, Gabay C.","J Clin Med. 2022 Jan 15;11(2):430. doi: 10.3390/jcm11020430.","Girard-Guyonvarc'h C","J Clin Med","2022","2022/01/21","PMC8781628","","10.3390/jcm11020430"
"33496673","Use of the Systematized Nomenclature of Medicine Clinical Terms (SNOMED CT) for Processing Free Text in Health Care: Systematic Scoping Review","Gaudet-Blavignac C, Foufi V, Bjelogrlic M, Lovis C.","J Med Internet Res. 2021 Jan 26;23(1):e24594. doi: 10.2196/24594.","Gaudet-Blavignac C","J Med Internet Res","2021","2021/01/26","PMC7872838","","10.2196/24594"
"35083198","Perfluorocarbon Emulsion Contrast Agents: A Mini Review","Holman R, Lorton O, Guillemin PC, Desgranges S, Contino-Pépin C, Salomir R.","Front Chem. 2022 Jan 10;9:810029. doi: 10.3389/fchem.2021.810029. eCollection 2021.","Holman R","Front Chem","2022","2022/01/27","PMC8785234","","10.3389/fchem.2021.810029"
"36264088","Predicting Perioperative Mortality in Children: Academic Endeavor or Clinical Value?","Vutskits L, Davidson A.","Anesthesiology. 2022 Nov 1;137(5):526-528. doi: 10.1097/ALN.0000000000004392.","Vutskits L","Anesthesiology","2022","2022/10/20","","","10.1097/ALN.0000000000004392"
"33609395","Autofluorescence pattern of parathyroid adenomas","Demarchi MS, Karenovics W, Bédat B, De Vito C, Triponez F.","BJS Open. 2021 Jan 8;5(1):zraa047. doi: 10.1093/bjsopen/zraa047.","Demarchi MS","BJS Open","2021","2021/02/20","PMC7893478","","10.1093/bjsopen/zraa047"
"34134688","Female genital mutilation/cutting (FGM/C) coding capacities in Swiss university hospitals using the International Classification of Diseases (ICD)","Cottler-Casanova S, Horowicz M, Gayet-Ageron A, Abdulcadir J.","BMC Public Health. 2021 Jun 16;21(1):1151. doi: 10.1186/s12889-021-11160-6.","Cottler-Casanova S","BMC Public Health","2021","2021/06/17","PMC8207741","","10.1186/s12889-021-11160-6"
"32958158","The modified competency assessment tool in surgical training","Abbassi Z, Sgardello SD, Chevallay M, Toso C, Ris F, Jung M, Peloso A.","Am J Surg. 2021 Apr;221(4):777-779. doi: 10.1016/j.amjsurg.2020.09.011. Epub 2020 Sep 14.","Abbassi Z","Am J Surg","2021","2020/09/22","","","10.1016/j.amjsurg.2020.09.011"
"34497444","Role of near-infrared fluorescence in colorectal surgery","Zocola E, Meyer J, Christou N, Liot E, Toso C, Buchs NC, Ris F.","World J Gastroenterol. 2021 Aug 21;27(31):5189-5200. doi: 10.3748/wjg.v27.i31.5189.","Zocola E","World J Gastroenterol","2021","2021/09/09","PMC8384744","","10.3748/wjg.v27.i31.5189"
"33176061","Estimating the risk thresholds used by guidelines to recommend postpartum thromboprophylaxis","Gassmann N, Viviano M, Righini M, Fontana P, Martinez de Tejada B, Blondon M.","J Thromb Haemost. 2021 Feb;19(2):452-459. doi: 10.1111/jth.15166. Epub 2020 Dec 17.","Gassmann N","J Thromb Haemost","2021","2020/11/11","","","10.1111/jth.15166"
"34067741","STA-MCA Bypass in Carotid Stenosis after Radiosurgery for Cavernous Sinus Meningioma","Corniola MV, König M, Meling TR.","Cancers (Basel). 2021 May 17;13(10):2420. doi: 10.3390/cancers13102420.","Corniola MV","Cancers (Basel)","2021","2021/06/02","PMC8156703","","10.3390/cancers13102420"
"35037393","Alpha-2-macroglobulin in hemostasis and thrombosis: An underestimated old double-edged sword","Lagrange J, Lecompte T, Knopp T, Lacolley P, Regnault V.","J Thromb Haemost. 2022 Apr;20(4):806-815. doi: 10.1111/jth.15647. Epub 2022 Jan 30.","Lagrange J","J Thromb Haemost","2022","2022/01/17","","","10.1111/jth.15647"
"35243122","Laparoscopic for advanced gastric cancer-minimally invasive for maximal results?","Chevallay M, Wassmer CH, Bonino M, Mönig S.","Transl Gastroenterol Hepatol. 2022 Jan 25;7:13. doi: 10.21037/tgh.2020.02.09. eCollection 2022.","Chevallay M","Transl Gastroenterol Hepatol","2022","2022/03/04","PMC8826212","","10.21037/tgh.2020.02.09"
"34068655","SGLT2 Inhibitors, What the Emergency Physician Needs to Know: A Narrative Review","Lu H, Lu H, Kosinski C, Wojtusciszyn A, Zanchi A, Carron PN, Müller M, Meyer P, Martin J, Muller O, Hullin R.","J Clin Med. 2021 May 10;10(9):2036. doi: 10.3390/jcm10092036.","Lu H","J Clin Med","2021","2021/06/02","PMC8126052","","10.3390/jcm10092036"
"36225121","Characterization of meningiomas with synthetic imaging","Ludovichetti R, Delattre B, Boto J, LaGrange D, Meling T, Vargas MI.","Brain Behav. 2022 Nov;12(11):e2769. doi: 10.1002/brb3.2769. Epub 2022 Oct 12.","Ludovichetti R","Brain Behav","2022","2022/10/13","PMC9660428","","10.1002/brb3.2769"
"35215861","Rhinovirus Infections among Hematopoietic Stem Cell Transplant Recipients: A Pre-Transplant Dilemma?","Barral S, Mamin A, Dantin C, Masouridi-Levrat S, Chalandon Y, Kaiser L, Vu DL.","Viruses. 2022 Jan 28;14(2):267. doi: 10.3390/v14020267.","Barral S","Viruses","2022","2022/02/26","PMC8879386","","10.3390/v14020267"
"34778303","Tubular Cell Glucose Metabolism Shift During Acute and Chronic Injuries","Faivre A, Verissimo T, Auwerx H, Legouis D, de Seigneux S.","Front Med (Lausanne). 2021 Oct 29;8:742072. doi: 10.3389/fmed.2021.742072. eCollection 2021.","Faivre A","Front Med (Lausanne)","2021","2021/11/15","PMC8585753","","10.3389/fmed.2021.742072"
"35313781","Combined hyperthermia and radiotherapy for prostate cancer: a systematic review","Le Guevelou J, Chirila ME, Achard V, Guillemin PC, Lorton O, Uiterwijk JWE, Dipasquale G, Salomir R, Zilli T.","Int J Hyperthermia. 2022;39(1):547-556. doi: 10.1080/02656736.2022.2053212.","Le Guevelou J","Int J Hyperthermia","2022","2022/03/22","","","10.1080/02656736.2022.2053212"
"35832239","The clinical fallout of organizational resilience in oncology during the pandemic","Addeo A, Banna GL.","Mediastinum. 2022 Jun 25;6:11. doi: 10.21037/med-21-34. eCollection 2022.","Addeo A","Mediastinum","2022","2022/07/14","PMC9272089","","10.21037/med-21-34"
"35808999","Neurodegenerative phagocytes mediate synaptic stripping in Neuro-HIV","Di Liberto G, Egervari K, Kreutzfeldt M, Schürch CM, Hewer E, Wagner I, Du Pasquier R, Merkler D.","Brain. 2022 Aug 27;145(8):2730-2741. doi: 10.1093/brain/awac102.","Di Liberto G","Brain","2022","2022/07/09","PMC9420019","","10.1093/brain/awac102"
"35998393","Gender Dysphoria and Dissociative Identity Disorder: A Case Report and Review of Literature","Soldati L, Hasler R, Recordon N, Clement M, Köhl J, Perroud N.","Sex Med. 2022 Oct;10(5):100553. doi: 10.1016/j.esxm.2022.100553. Epub 2022 Aug 20.","Soldati L","Sex Med","2022","2022/08/23","PMC9537239","","10.1016/j.esxm.2022.100553"
"35764392","Urine Output Monitoring for the Diagnosis of Early-Onset Acute Kidney Injury in Very Preterm Infants","De Mul A, Parvex P, Héneau A, Biran V, Poncet A, Baud O, Saint-Faust M, Wilhelm-Bals A.","Clin J Am Soc Nephrol. 2022 Jul;17(7):949-956. doi: 10.2215/CJN.15231121. Epub 2022 Jun 28.","De Mul A","Clin J Am Soc Nephrol","2022","2022/06/28","PMC9269638","","10.2215/CJN.15231121"
"33924372","Meningiomas and Cognitive Impairment after Treatment: A Systematic and Narrative Review","Gondar R, Patet G, Schaller K, Meling TR.","Cancers (Basel). 2021 Apr 13;13(8):1846. doi: 10.3390/cancers13081846.","Gondar R","Cancers (Basel)","2021","2021/04/30","PMC8070481","","10.3390/cancers13081846"
"33655049","Checklist feasibility and impact in gastrointestinal endoscopy: a systematic review and narrative synthesis","Bitar V, Martel M, Restellini S, Barkun A, Kherad O.","Endosc Int Open. 2021 Mar;9(3):E453-E460. doi: 10.1055/a-1336-3464. Epub 2021 Feb 19.","Bitar V","Endosc Int Open","2021","2021/03/03","PMC7895652","","10.1055/a-1336-3464"
"35251911","The prevalence of five lifestyle risk factors in primary care physicians: A cross-sectional study in Switzerland","Mahler L, Sebo P, Favrod-Coune T, Moussa A, Cohidon C, Broers B.","Prev Med Rep. 2022 Feb 19;26:101740. doi: 10.1016/j.pmedr.2022.101740. eCollection 2022 Apr.","Mahler L","Prev Med Rep","2022","2022/03/07","PMC8889261","","10.1016/j.pmedr.2022.101740"
"36314089","[Sub-segmental pulmonary embolism: what to do?]","Schweblin C, Righini M, Nendaz M.","Rev Med Suisse. 2022 Oct 26;18(801):1999-2002. doi: 10.53738/REVMED.2022.18.801.1999.","Schweblin C","Rev Med Suisse","2022","2022/10/31","","","10.53738/REVMED.2022.18.801.1999"
"36356908","Cardioprotective Effects of Glucose-Insulin-Potassium Infusion in Patients Undergoing Cardiac Surgery: A Systematic Review and Meta-Analysis","Hagerman A, Schorer R, Putzu A, Keli-Barcelos G, Licker M.","Semin Thorac Cardiovasc Surg. 2022 Nov 8:S1043-0679(22)00262-3. doi: 10.1053/j.semtcvs.2022.11.002. Online ahead of print.","Hagerman A","Semin Thorac Cardiovasc Surg","2022","2022/11/10","","","10.1053/j.semtcvs.2022.11.002"
"34817946","[Chronic low back pain and unhelpful beliefs]","Lataste-Munter O, Samandari A, Genevay S.","Rev Med Suisse. 2021 Nov 24;17(760):2060-2064.","Lataste-Munter O","Rev Med Suisse","2021","2021/11/24","","",""
"33748726","NAFLD and MAFLD as emerging causes of HCC: A populational study","Myers S, Neyroud-Caspar I, Spahr L, Gkouvatsos K, Fournier E, Giostra E, Magini G, Frossard JL, Bascaron ME, Vernaz N, Zampaglione L, Negro F, Goossens N.","JHEP Rep. 2021 Jan 19;3(2):100231. doi: 10.1016/j.jhepr.2021.100231. eCollection 2021 Apr.","Myers S","JHEP Rep","2021","2021/03/22","PMC7957147","","10.1016/j.jhepr.2021.100231"
"35770370","Limping and patient satisfaction after primary total hip arthroplasty: a registry-based cohort study","Bonnefoy-Mazure A, Poncet A, Gonzalez A, Barea C, Hannouche D, Lübbeke A.","Acta Orthop. 2022 Jun 27;93:602-608. doi: 10.2340/17453674.2022.3489.","Bonnefoy-Mazure A","Acta Orthop","2022","2022/06/30","PMC9244825","","10.2340/17453674.2022.3489"
"35138118","Intrathecal Synthesis Index of Specific Anti-Treponema IgG: a New Tool for the Diagnosis of Neurosyphilis","Alberto C, Deffert C, Lambeng N, Breville G, Gayet-Ageron A, Lalive P, Toutous Trellu L, Fontao L.","Microbiol Spectr. 2022 Feb 23;10(1):e0147721. doi: 10.1128/spectrum.01477-21. Epub 2022 Feb 9.","Alberto C","Microbiol Spectr","2022","2022/02/09","PMC8826818","","10.1128/spectrum.01477-21"
"36354137","Applications of Mendelian randomization in psychiatry: a comprehensive systematic review","Saccaro LF, Gasparini S, Rutigliano G.","Psychiatr Genet. 2022 Dec 1;32(6):199-213. doi: 10.1097/YPG.0000000000000327. Epub 2022 Oct 20.","Saccaro LF","Psychiatr Genet","2022","2022/11/10","PMC9648985","","10.1097/YPG.0000000000000327"
"36009506","CAR T-Based Therapies in Lymphoma: A Review of Current Practice and Perspectives","Sheikh S, Migliorini D, Lang N.","Biomedicines. 2022 Aug 12;10(8):1960. doi: 10.3390/biomedicines10081960.","Sheikh S","Biomedicines","2022","2022/08/26","PMC9405554","","10.3390/biomedicines10081960"
"33184657","Scientific publications in internal medicine and family medicine: a comparative cross-sectional study in Swiss university hospitals","Sebo P, de Lucia S, Vernaz N.","Fam Pract. 2021 Jun 17;38(3):299-305. doi: 10.1093/fampra/cmaa124.","Sebo P","Fam Pract","2021","2020/11/13","","","10.1093/fampra/cmaa124"
"33718487","Self-proning in COVID-19 patients on low-flow oxygen therapy: a cluster randomised controlled trial","Kharat A, Dupuis-Lozeron E, Cantero C, Marti C, Grosgurin O, Lolachi S, Lador F, Plojoux J, Janssens JP, Soccal PM, Adler D.","ERJ Open Res. 2021 Mar 8;7(1):00692-2020. doi: 10.1183/23120541.00692-2020. eCollection 2021 Jan.","Kharat A","ERJ Open Res","2021","2021/03/15","PMC7869594","","10.1183/23120541.00692-2020"
"35452602","Orbital Fractures With Concomitant Ocular Nerve Palsy: An Insidious and Potentially Misleading Association in Surgical Decision-Making","Scolozzi P, Gigon E, Schampel P, Steffen H.","J Oral Maxillofac Surg. 2022 Jul;80(7):1198-1206. doi: 10.1016/j.joms.2022.03.016. Epub 2022 Mar 25.","Scolozzi P","J Oral Maxillofac Surg","2022","2022/04/22","","","10.1016/j.joms.2022.03.016"
"36134629","[Stigma and self-stigma in psychiatric diseases: current issues and practices]","Favre S, Richard-Lepouriel H.","Rev Med Suisse. 2022 Sep 21;18(796):1749-1752. doi: 10.53738/REVMED.2022.18.796.1749.","Favre S","Rev Med Suisse","2022","2022/09/22","","","10.53738/REVMED.2022.18.796.1749"
"37129085","Risks and benefits of urinary catheterisation during inpatient diuretic therapy for acute heart failure: a retrospective, non-inferiority, cohort study","John G, Arcens M, Berra G, Garin N, Carballo D, Carballo S, Stirnemann J.","BMJ Open. 2022 Aug 5;12(8):e053632. doi: 10.1136/bmjopen-2021-053632.","John G","BMJ Open","2022","2023/05/02","PMC9362793","","10.1136/bmjopen-2021-053632"
"35505308","Accuracy of a score predicting the presence of an atypical pathogen in hospitalized patients with moderately severe community-acquired pneumonia","Chauffard A, Bridevaux PO, Carballo S, Prendki V, Reny JL, Stirnemann J, Garin N.","BMC Infect Dis. 2022 May 3;22(1):424. doi: 10.1186/s12879-022-07423-1.","Chauffard A","BMC Infect Dis","2022","2022/05/03","PMC9066797","","10.1186/s12879-022-07423-1"
"35925406","SORG algorithm to predict 3- and 12-month survival in metastatic spinal disease: a cross-sectional population-based retrospective study","Zegarek G, Tessitore E, Chaboudez E, Nouri A, Schaller K, Gondar R.","Acta Neurochir (Wien). 2022 Oct;164(10):2627-2635. doi: 10.1007/s00701-022-05322-7. Epub 2022 Aug 4.","Zegarek G","Acta Neurochir (Wien)","2022","2022/08/04","","","10.1007/s00701-022-05322-7"
"34819729","Dopamine and Neuroinflammation in Schizophrenia - Interpreting the Findings from Translocator Protein (18kDa) PET Imaging","Iliopoulou SM, Tsartsalis S, Kaiser S, Millet P, Tournier BB.","Neuropsychiatr Dis Treat. 2021 Nov 18;17:3345-3357. doi: 10.2147/NDT.S334027. eCollection 2021.","Iliopoulou SM","Neuropsychiatr Dis Treat","2021","2021/11/25","PMC8608287","","10.2147/NDT.S334027"
"34935143","Dopaminergic imaging in degenerative parkinsonisms, an established clinical diagnostic tool","Nicastro N, Nencha U, Burkhard PR, Garibotto V.","J Neurochem. 2023 Feb;164(3):346-363. doi: 10.1111/jnc.15561. Epub 2022 Jan 9.","Nicastro N","J Neurochem","2023","2021/12/22","","","10.1111/jnc.15561"
"35562312","Slow oscillations anticipate interictal epileptic discharges","Sheybani L, Vulliemoz S.","Clin Neurophysiol. 2022 Jul;139:128-129. doi: 10.1016/j.clinph.2022.03.022. Epub 2022 Apr 29.","Sheybani L","Clin Neurophysiol","2022","2022/05/13","","","10.1016/j.clinph.2022.03.022"
"36328384","Patients' perceptions of conflicting information on chronic medications: a prospective survey in Switzerland","Santos B, Blondon KS, Van Gessel E, Cerutti B, Backes C, Locher S, Guignard B, Bonnabry P, Carpenter D, Schneider MP.","BMJ Open. 2022 Nov 3;12(11):e060083. doi: 10.1136/bmjopen-2021-060083.","Santos B","BMJ Open","2022","2022/11/03","PMC9639071","","10.1136/bmjopen-2021-060083"
"34210536","Bilateral metallic hip implants: Are avoidance sectors necessary for pelvic VMAT treatments?","Koutsouvelis N, Dipasquale G, Rouzaud M, Dubouloz A, Nouet P, Jaccard M, Miralbell R, Tsoutsou P, Zilli T.","Z Med Phys. 2021 Nov;31(4):420-427. doi: 10.1016/j.zemedi.2021.05.002. Epub 2021 Jun 29.","Koutsouvelis N","Z Med Phys","2021","2021/07/02","","","10.1016/j.zemedi.2021.05.002"
"35501254","Chemsex, a Contemporary Challenge for Public Health","Bolmont M, Tshikung ON, Trellu LT.","J Sex Med. 2022 Aug;19(8):1210-1213. doi: 10.1016/j.jsxm.2022.03.616. Epub 2022 Apr 29.","Bolmont M","J Sex Med","2022","2022/05/02","","","10.1016/j.jsxm.2022.03.616"
"36513276","Gingival lichen planus: A clinical and pathological study","Keller LM, Lombardi T.","J Stomatol Oral Maxillofac Surg. 2023 Feb;124(1S):101354. doi: 10.1016/j.jormas.2022.101354. Epub 2022 Dec 10.","Keller LM","J Stomatol Oral Maxillofac Surg","2023","2022/12/13","","","10.1016/j.jormas.2022.101354"
"35836658","Detained Persons Incarcerated for the First Time and Needing Acute Psychiatric Care: Sociodemographic and Clinical Characteristics","D'Orta I, Guilbert N, Pierrard M, Herrmann FR, Giannakopoulos P.","Front Psychiatry. 2022 Jun 28;13:904735. doi: 10.3389/fpsyt.2022.904735. eCollection 2022.","D'Orta I","Front Psychiatry","2022","2022/07/15","PMC9273735","","10.3389/fpsyt.2022.904735"
"34608866","Dynamic dichotomy of accumbal population activity underlies cocaine sensitization","van Zessen R, Li Y, Marion-Poll L, Hulo N, Flakowski J, Lüscher C.","Elife. 2021 Oct 5;10:e66048. doi: 10.7554/eLife.66048.","van Zessen R","Elife","2021","2021/10/05","PMC8523149","","10.7554/eLife.66048"
"33143931","Goal-directed hemodynamic therapy versus restrictive normovolemic therapy in major open abdominal surgery: A randomized controlled trial","Diaper J, Schiffer E, Barcelos GK, Luise S, Schorer R, Ellenberger C, Licker M.","Surgery. 2021 May;169(5):1164-1174. doi: 10.1016/j.surg.2020.09.035. Epub 2020 Nov 2.","Diaper J","Surgery","2021","2020/11/04","","","10.1016/j.surg.2020.09.035"
